Id,Sales
0,4326.438242521065
1,6116.653241114661
2,6913.324630714839
3,8703.539629308436
4,8897.742689020377
5,10687.946074022746
6,7160.293305506395
7,8950.508304099989
8,6361.193518119743
9,8151.396903122112
10,6651.831105946995
11,8442.04610454059
12,7010.98756244012
13,8801.190947442487
14,4661.780102360685
15,6451.983487363053
16,5519.962597681415
17,7310.165982683785
18,6969.356172465617
19,8759.571171059213
20,8248.0772528309
21,10038.280637833272
22,5322.870054976765
23,7113.08505357036
24,7331.411979398352
25,9121.626977991948
26,4923.899014117031
27,6714.102399119399
28,5653.605997831041
29,7443.820996424638
30,6759.381374836721
31,8549.58475983909
32,8883.837230464553
33,10674.04061546692
34,5518.25385313087
35,7308.468851724468
36,3717.332542631254
37,5507.54754122485
38,8382.71935372106
39,10172.922738723431
40,8098.241292402824
41,9888.456290996419
42,7980.335238006308
43,9770.538623008675
44,11212.157541593235
45,13002.360926595604
46,5790.274205798234
47,7580.489204391829
48,3736.896407372127
49,5527.099792374496
50,4745.403804722341
51,6535.607189724709
52,5882.839324886565
53,7673.05432348016
54,5315.906779590863
55,7106.121778184459
56,6490.420362369792
57,8280.635360963388
58,6611.053485482684
59,8401.268484076281
60,3390.2146875755284
61,5180.429686169124
62,4962.351522089428
63,6752.5665206830245
64,6172.536461877151
65,7962.751460470748
66,5139.966038933835
67,6930.181037527432
68,13258.974466982758
69,15049.189465576355
70,4693.440108799534
71,6483.655107393129
72,6777.241557950621
73,8567.44494295299
74,6588.607312631588
75,8378.810697633957
76,8827.337502091395
77,10617.540887093766
78,6431.844052986297
79,8222.059051579894
80,6471.60452141827
81,8261.819520011866
82,16576.70462673053
83,18366.908011732903
84,7887.084516672081
85,9677.28790167445
86,5098.872341169088
87,6889.075726171456
88,8656.788147263604
89,10446.99153226597
90,6018.213301010458
91,7808.416686012826
92,10660.175438952821
93,12450.390437546415
94,5011.31473778306
95,6801.529736376656
96,7100.4849615232215
97,8890.688346525589
98,7322.279684920353
99,9112.494683513949
100,4774.851174030135
101,6565.054559032503
102,8540.385093327064
103,10330.588478329433
104,10254.403047831109
105,12044.618046424705
106,5694.67808763786
107,7484.893086231456
108,5529.510190394447
109,7319.713575396817
110,2427.974655238693
111,4218.189653832287
112,4679.837551134997
113,6470.0525497285935
114,5569.28998865662
115,7359.504987250217
116,7243.6409932259185
117,9033.855991819515
118,4493.9122923997
119,6284.115677402068
120,6533.612162761558
121,8323.815547763925
122,4344.43477340223
123,6134.6381584045985
124,4285.877377259528
125,6076.080762261895
126,4475.927330379317
127,6266.142328972915
128,5851.572314476615
129,7641.78731307021
130,9159.86595033059
131,10950.080948924186
132,6414.376274698786
133,8204.579659701154
134,5562.806460989413
135,7353.021459583008
136,2855.3539468189692
137,4645.568945412565
138,5177.522032968556
139,6967.737031562152
140,6713.326168589948
141,8503.541167183545
142,7702.412787580428
143,9492.627786174025
144,7326.771632772685
145,9116.98663136628
146,6596.459797198556
147,8386.674795792153
148,6183.230847878024
149,7973.434232880393
150,7813.233140024717
151,9603.436525027084
152,3972.6522346603783
153,5762.855619662747
154,7394.713898680422
155,9184.928897274016
156,6610.356012090729
157,8400.571010684325
158,4117.451156119864
159,5907.666154713461
160,6543.570574081003
161,8333.785572674598
162,5656.138235412796
163,7446.353234006394
164,5263.288135613371
165,7053.491520615739
166,7022.275451513497
167,8812.490450107092
168,5619.900947511408
169,7410.104332513778
170,9270.982332950942
171,11061.197331544538
172,5680.377019636192
173,7470.580404638561
174,5456.36600551204
175,7246.569390514409
176,6141.666790224011
177,7931.8701752263805
178,3125.942309817179
179,4916.157308410776
180,4162.516728218841
181,5952.731726812437
182,6977.67714237454
183,8767.892140968135
184,6452.901023378841
185,8243.104408381208
186,9083.621069997971
187,10873.836068591569
188,5877.394947455211
189,7667.59833245758
190,6468.4788739192445
191,8258.682258921612
192,10351.888289952516
193,12142.103288546112
194,3864.202146110989
195,5654.417144704585
196,6768.822809606523
197,8559.026194608892
198,5660.400580828402
199,7450.60396583077
200,6295.171139484268
201,8085.374524486637
202,7973.777083445302
203,9763.98046844767
204,2905.4046972802744
205,4695.619695873871
206,4781.256121652528
207,6571.471120246125
208,8505.149740944065
209,10295.364739537661
210,6968.874415191561
211,8759.089413785157
212,8204.631544530594
213,9994.83492953296
214,4782.735672498394
215,6572.939057500762
216,5798.168622931522
217,7588.372007933891
218,7207.920564667816
219,8998.135563261412
220,4642.016092496561
221,6432.231091090158
222,5934.522891062402
223,7724.72627606477
224,4884.077499712977
225,6240.117132998583
226,7470.963887906752
227,8827.003521192359
228,9455.378593016201
229,10811.400508727114
230,7717.932562698306
231,9073.972195983912
232,6918.829422115566
233,8274.85133782648
234,7209.470363138908
235,8565.509996424513
236,7568.623466435943
237,8924.645382146855
238,5219.416006356507
239,6575.437922067422
240,6077.598501677238
241,7433.6204173881515
242,7526.99542965753
243,8883.035062943136
244,8805.713156826725
245,10161.735072537638
246,5880.509312168677
247,7236.548945454282
248,7889.051236590264
249,9245.09086987587
250,5481.534918112852
251,6837.556833823767
252,6211.245255022955
253,7567.284888308561
254,7317.017278832545
255,8673.039194543459
256,9441.473134460373
257,10797.495050171286
258,6075.893110322782
259,7431.9327436083895
260,4274.971799823166
261,5631.0114331087725
262,8940.355257716885
263,10296.377173427798
264,8655.880549594734
265,10011.920182880342
266,8537.971142002129
267,9893.993057713044
268,11769.793445589057
269,13125.81536129997
270,6347.9134629901455
271,7703.953096275752
272,4294.53231136795
273,5650.554227078863
