Id,Sales
0,4008.674
1,5187.574237288136
2,8618.340903381642
3,7758.8804375
4,7653.278136306374
5,9919.547260273974
6,9847.694
7,8405.314189189188
8,5664.806197792869
9,7296.703234177216
10,6716.562227771679
11,8516.131136363636
12,7811.329488372094
13,8981.742490909091
14,4636.401416666667
15,5302.456417624521
16,5706.167024927161
17,6776.717160165975
18,6152.942050145349
19,8600.191829411764
20,7630.148182952184
21,9923.101762711864
22,4959.843806646525
23,6262.7386060874705
24,7608.873522956327
25,9195.80772
26,4532.10892047532
27,5715.754920634921
28,5676.604564266181
29,6776.717160165975
30,4622.141615384615
31,8607.4429
32,8230.202747011954
33,10771.242979166667
34,3915.7148416030536
35,6776.717160165975
36,2753.0553333333332
37,5325.4025
38,7932.242131474104
39,10077.1630625
40,7630.148182952184
41,9923.101762711864
42,7608.873522956327
43,9982.139488235294
44,9355.086712643679
45,13546.395333333332
46,4822.92526707317
47,7296.703234177216
48,3369.489952380952
49,5411.415
50,4543.940904761905
51,5556.974615384615
52,6646.761587703435
53,7296.703234177216
54,3915.7148416030536
55,6262.7386060874705
56,4440.449272819472
57,8516.131136363636
58,7013.349086206897
59,8516.131136363636
60,3509.8015
61,4138.264536484246
62,4531.6917675776685
63,5715.754920634921
64,4809.374156301146
65,7296.703234177216
66,4531.6917675776685
67,7772.581
68,12059.724857142857
69,16050.533222222222
70,5425.538122122122
71,5302.456417624521
72,5898.869876984127
73,7632.405199999999
74,6465.057532327586
75,8516.131136363636
76,8442.332987903224
77,10478.181967980294
78,6716.562227771679
79,7296.703234177216
80,6716.562227771679
81,7296.703234177216
82,16121.47117241379
83,19835.301666666666
84,7608.873522956327
85,9982.139488235294
86,5750.343052631579
87,6610.16764516129
88,8163.057229124235
89,10077.1630625
90,6300.2674961325965
91,7296.703234177216
92,7963.470238095238
93,10504.338
94,4887.228664516129
95,5705.4336020671835
96,11882.503999999999
97,8600.191829411764
98,7608.873522956327
99,9195.80772
100,4531.6917675776685
101,5715.754920634921
102,7196.566404761904
103,10478.181967980294
104,9184.41475
105,11995.834963636364
106,4822.92526707317
107,7485.306696969697
108,4423.230049930651
109,6776.717160165975
110,1788.4046666666666
111,3337.017624
112,4532.10892047532
113,5715.754920634921
114,5706.167024927161
115,6776.717160165975
116,5557.779426086956
117,9613.084666666668
118,5341.949666666666
119,5302.456417624521
120,4440.449272819472
121,8516.131136363636
122,4639.217361271676
123,5942.003705882353
124,2433.26367039801
125,8183.3993846153835
126,5007.662417801047
127,5302.456417624521
128,5241.257699999999
129,7296.703234177216
130,8442.332987903224
131,12437.021321428572
132,6114.101793915603
133,7296.703234177216
134,5706.167024927161
135,6776.717160165975
136,3353.191727272727
137,3706.2721578947367
138,4531.6917675776685
139,7772.581
140,8618.340903381642
141,7560.109146341463
142,5477.711328571429
143,12155.778
144,5477.711328571429
145,9331.4224
146,5390.0644094827585
147,8516.131136363636
148,5240.412738297872
149,7296.703234177216
150,6595.178008039579
151,9982.139488235294
152,2433.26367039801
153,5029.683333333333
154,6595.178008039579
155,8550.988782608696
156,6716.562227771679
157,8516.131136363636
158,2872.9986701940034
159,5029.683333333333
160,6716.562227771679
161,8516.131136363636
162,4822.92526707317
163,6776.717160165975
164,3915.7148416030536
165,6262.7386060874705
166,10663.584
167,8600.191829411764
168,4822.92526707317
169,6776.717160165975
170,10097.872464646465
171,10771.242979166667
172,4822.92526707317
173,7485.306696969697
174,5706.167024927161
175,6776.717160165975
176,6646.761587703435
177,7296.703234177216
178,2046.3403243243242
179,4822.887117647058
180,3190.0028292682923
181,5942.003705882353
182,12789.813
183,8600.191829411764
184,6465.057532327586
185,7296.703234177216
186,9887.841789473685
187,10771.242979166667
188,4822.92526707317
189,7296.703234177216
190,5760.3940178253115
191,7296.703234177216
192,8963.42464761905
193,12512.136414893615
194,2433.26367039801
195,5029.683333333333
196,7811.329488372094
197,8563.534602941176
198,5676.604564266181
199,6776.717160165975
200,6172.506547461368
201,7296.703234177216
202,6401.754362939038
203,9982.139488235294
204,1315.224212121212
205,3954.2813333333334
206,4531.6917675776685
207,5715.754920634921
208,7653.278136306374
209,10478.181967980294
210,6728.277545454545
211,7985.209361111111
212,6401.754362939038
213,9923.101762711864
214,4531.6917675776685
215,5715.754920634921
216,5582.571877218935
