Id,Sales
0,5320.759563520259
1,5080.861321908145
2,10134.633333333333
3,6864.143698752228
4,7801.6391641762275
5,10968.85372955075
6,8532.991421191238
7,8339.245946296593
8,7213.80156560041
9,7291.69087031649
10,7984.525706526593
11,7556.597827855979
12,8962.726253467703
13,7394.021454735016
14,5364.839079227843
15,5780.8691678638415
16,6920.612896867435
17,6490.440217380649
18,6941.784264417526
19,8368.4921078962
20,9415.046881664312
21,9660.176519264607
22,5829.261407693055
23,6844.59993734876
24,8436.330109627932
25,8479.525821963625
26,7292.316213134278
27,6191.731784086574
28,6712.26760516598
29,6456.905280270431
30,6914.405529688916
31,7989.784539692632
32,8350.093927784737
33,11116.09851429796
34,4397.852631306745
35,7030.511300457359
36,3354.57
37,4838.9525429045725
38,9293.841815106865
39,9984.893374984007
40,8932.96737726042
41,9681.25419034407
42,9215.765382423131
43,8282.522371714684
44,9675.045
45,12247.881288882343
46,4111.95884775078
47,7279.412301729378
48,4760.6
49,5146.505505979316
50,7673.416445428074
51,6049.645058052167
52,6863.62861972225
53,6832.700357561083
54,4007.685138011468
55,7927.832840886246
56,6867.816623988331
57,7643.161520208868
58,10258.417350841437
59,7552.060305421624
60,4997.402444444444
61,4152.896276703459
62,7486.049262896834
63,6844.216033030579
64,6604.159720694405
65,7936.1689932497575
66,5311.587778622441
67,6747.032762963135
68,13039.328694416694
69,17724.854722222222
70,6735.898276404218
71,5354.125146854748
72,7386.801226935926
73,7532.489194980296
74,8463.875087644812
75,7443.64227616269
76,8166.5452538596755
77,11323.307575702924
78,8361.94318442995
79,7466.961254029896
80,7960.05740644601
81,7658.737313970205
82,18379.220478163992
83,18338.196848484848
84,9858.13128361294
85,9188.696838754438
86,6159.487193040987
87,6922.3867580345295
88,9338.08258130424
89,10461.051730092428
90,8477.269768656035
91,6584.898367311805
92,8605.828930629532
93,12744.759504477604
94,6257.193614251146
95,6633.790616035196
96,9421.516385259229
97,8111.583751616015
98,8817.744992223712
99,8558.143009925087
100,6478.970945214904
101,6394.483886496065
102,8049.755598357959
103,10609.780297882675
104,10163.024775779139
105,12292.086029195567
106,4411.385505500585
107,7346.67141981837
108,4176.92851746836
109,7403.492636247318
110,1448.73
111,3599.211149475525
112,4863.128874847375
113,6339.173317532813
114,6559.358245615268
115,6159.322535405592
116,5515.529314059182
117,8629.141770790151
118,6878.130285714285
119,5180.981776233169
120,7548.585070552698
